dataset,time
104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.txt,18.36573474481702
023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.txt,10.551459111273289
156_UCR_Anomaly_TkeepFifthMARS_3500_5988_6085.txt,7.760925102978945
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.txt,7.709309335798025
113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.txt,7.1839389987289906
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.txt,8.939498379826546
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.txt,7.813754066824913
204_UCR_Anomaly_CHARISfive_12412_15000_15070.txt,21.198200680315495
099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,3.3397351130843163
119_UCR_Anomaly_ECG1_10000_11800_12100.txt,17.70698019489646
148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520.txt,11.378671783953905
017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.txt,9.3978227712214
041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520.txt,14.195219784975052
013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.txt,27.848979119211435
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556.txt,6.620893239974976
067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050.txt,9.107658915221691
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.txt,3.499564230442047
100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.txt,9.02538139373064
066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.txt,7.954567860811949
176_UCR_Anomaly_insectEPG4_1300_6508_6558.txt,3.330422479659319
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt,3.3778281584382057
165_UCR_Anomaly_apneaecg4_6000_16000_16100.txt,11.447002965956926
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5.300752088427544
166_UCR_Anomaly_apneaecg_10000_12240_12308.txt,19.72673887014389
175_UCR_Anomaly_insectEPG3_5200_7000_7050.txt,9.882497545331717
208_UCR_Anomaly_CHARISten_5130_27929_27989.txt,9.479918289929628
146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.txt,9.933445580303669
206_UCR_Anomaly_CHARISten_25130_29080_29140.txt,43.83427373692393
050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.txt,6.7650271989405155
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.txt,4.390209447592497
027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199.txt,2.9643031246960163
020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.txt,8.392558697611094
096_UCR_Anomaly_NOISEECG4_5000_16900_17100.txt,8.99087330698967
016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100.txt,10.12606929242611
047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077.txt,33.18263069540262
212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504.txt,16.617705635726452
056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.txt,9.592664029449224
032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,2.7646137066185474
008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597.txt,7.5589813478291035
037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260.txt,9.797938846051693
205_UCR_Anomaly_CHARISfive_9812_28995_29085.txt,16.902578100562096
122_UCR_Anomaly_ECG3_8000_17000_17100.txt,14.765556130558252
124_UCR_Anomaly_ECG4_5000_16900_17100.txt,9.759313952177763
021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.txt,9.714341133832932
014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.txt,14.600437793880701
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.txt,7.657655570656061
177_UCR_Anomaly_insectEPG5_3200_8500_8501.txt,6.428724218159914
193_UCR_Anomaly_s20101m_10000_35774_35874.txt,17.23433270677924
112_UCR_Anomaly_BIDMC1_2500_5400_5600.txt,4.79820266738534
147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.txt,9.41551412269473
